firstName|lastName|positionType|origin|destination
C'Bo|Flemister|Offense|Notre Dame|Pittsburgh
Jake|Bobo|Offense|Duke|UCLA
Martin|Laham|Offense|UMass|Lehigh
Max|Banes|Offense|Houston|Akron
Wayne|Jones|Defense|Kansas State|Charlotte
James|Robinson|Offense|Tennessee|South Alabama
Aaron|Odom|Defense|Mississippi State|Southern Mississippi
Nicktroy|Fortune|Defense|West Virginia|UT San Antonio
Marvin|Martin|Defense|Kansas State|South Alabama
Alefosio|Saipaia|Defense|Navy|
Isaiah|Connelly|Offense|Coastal Carolina|
Joe|Foucha|Defense|Arkansas|LSU
Michael|Penix Jr.|Offense|Indiana|Washington
Darius|Gooden|Defense|Rutgers|UMass
Derek|Smith|Offense|Central Michigan|
Carson|Williams|Offense|Buffalo|
Alexander|Duke|Defense|Houston|
Brian|Casteel|Offense|Arizona|Nevada
RJ|Rosales|Offense|Army|
Johnny|Hodges|Defense|Navy|TCU
Sam|Vidlak|Offense|Oregon State|Boise State
Charlie|Bostic III|Defense|San José State|
Jaxon|Player|Defense|Tulsa|Baylor
Erin|Collins|Offense|Northern Illinois|
Jason|Mercier|Defense|Florida International|Jackson State
Miles|Dickens|Defense|Georgia State|Northwestern State
Shannon|Bishop|Defense|Western Kentucky|Minnesota
Connor|Helsius|Defense|UTEP|
Gleson|Sprewell|Defense|Houston|
George|Qualls|Offense|Akron|
Kemore|Gamble|Offense|Florida|UCF
Chris|Shearin|Defense|Missouri|
Kelvin|Johnson|ILB|South Alabama|
Prudy|Calderon|Defense|Rice|
Jalen|Rayam|Defense|UAB|
DeZaun|Brooks|Defense|Eastern Michigan|
Elijah|Blades|Defense|Florida|Buffalo
Gavin|Hall|Offense|Toledo|
Ben|Bertram|Defense|New Mexico|
Alex|Navarro-Silva|Defense|Arizona|
Trey|Palmer|Offense|LSU|Nebraska
Jaquon|Griffin|Defense|Georgia Tech|
Keith|Harris|Defense|Utah State|
Mekhi|Miller|Defense|Miami (OH)|New Mexico State
Kaegun|Williams|Offense|San Diego State|
Kevin|Toth Jr.|Offense|Rutgers|Kent State
Tyrone|Taleni|Defense|Kansas State|USC
Taylor|Behl|Defense|Louisiana Monroe|
Nick|Roberts|Defense|Louisiana Monroe|SMU
Joseph|Bissinger|Offense|Virginia|SMU
Alan|Ali|Offense|SMU|TCU
Jacob|Isaia|Offense|Michigan State|Fresno State
Cammon|Cooper|Offense|Washington State|Hawai'i
Al'vonte|Woodard|Offense|Texas|Sam Houston State
Cauren|Lynch|Offense|Toledo|
Caleb|Johnson|Defense|Auburn|
Gary|Smith|Defense|Duke|UCLA
Carter|Boatwright|Offense|Florida State|Florida Atlantic
Chris|King|Defense|Buffalo|
Dashaun|Jerkins|Defense|Vanderbilt|Ole Miss
EJ|Ane|Defense|San José State|Portland State
Nicholas|Nakwaasah|Defense|Central Arkansas|North Texas
Trevor|Bycznski|PRO|Buffalo|Ashland
Zach|Williams|Offense|Arizona|
Dre|Butler|Defense|Auburn|Liberty
Dylan|Mayginnes|Offense|Washington State|Montana
Wyatt|Walton|Offense|Ohio|
Chase|Atkinson|Defense|Syracuse|
Laiatu|Latu|Defense|Washington|UCLA
Trey|Benson|Offense|Oregon|Florida State
Khalid|Martin|Defense|NC State|
Jermaine|Hamilton-Jordan|Defense|Arkansas|
Dave|Monnot III|Offense|Purdue|
Dreyden|Norwood|Defense|Texas A&M|Missouri
Geordon|Porter|Offense|Arizona State|New Mexico
James|Faminu|Offense|Houston|Temple
Michel|Dukes|Offense|Clemson|South Florida
Koy|Moore|Offense|LSU|Auburn
Charlie|Brewer|Offense|Utah|Liberty
Seth|Hayes|Offense|Arkansas State|
Marquez|Ezzard|Offense|Georgia Tech|
RaJae|Johnson|Offense|UAB|Troy
Tylus|Hancock|Defense|Florida State|
Ray|Curry Jr.|Offense|Arkansas|
Jamin|Graham|Defense|Nebraska|
Champ|Flemings|Offense|Oregon State|Arkansas State
William|Racely|Offense|Eastern Michigan|
David|Watson|Offense|Arizona|
Grady|Robison|Offense|Western Kentucky|
Isaiah|Norman|Defense|Austin Peay|Marshall
Jaren|Banks|Defense|Rice|
Xavier|Hinkle|Defense|New Mexico State|
Joey|Hobert|Offense|Washington State|Utah Tech
Miles|Fallin|Offense|Kansas|
Ashaad|Clayton|Offense|Colorado|Tulane
Enock|Makonzo|Defense|Coastal Carolina|Professional
Lawrence|Keys III|Offense|Notre Dame|Tulane
Todd|Sibley|Offense|Pittsburgh|Albany
Giovanni|Iovino|Defense|Washington State|
Michael|Shanahan|Offense|UT Martin|Texas Tech
KD|McDaniel|Defense|Kentucky|UCF
Taishan|Holmes|Defense|UMass|Northwestern
Bru|McCoy|Offense|USC|Tennessee
Austin|Henderson|Offense|Minnesota|Liberty
Jimmy|Fritzsche|Offense|Nebraska|
Tillman|Weaver|Defense|Ohio|
Cade|Cadam|Offense|Arizona State|
Dillon|Thomas|Defense|Northern Illinois|
Miles|Banks|Offense|UTEP|
Darryl|Jones|Offense|Maryland|NC State
AJ|Snow|Offense|Air Force|
Kane|Patterson|Defense|Clemson|Vanderbilt
Cross|Patton|Offense|Oregon|Nevada
Thomas|Joe-Kamara|Defense|Temple|Monmouth
Corbet|Mims|Defense|Arkansas State|Memphis
Gabe|Brown|Offense|Bowling Green|Grand Valley State
Kyle|Vantrease|Offense|Buffalo|Georgia Southern
Josiah|Miamen|Offense|Iowa|Florida International
Jamal|Camp|Offense|Georgia Tech|The Citadel
Mark|Redman|Offense|Washington|San Diego State
Jafar|Armstrong|Offense|Illinois|Western Illinois
Jacob|Gardner|Offense|Nevada|Colorado State
Ishmael|Sopsher|Defense|USC|Southwest Mississippi C.C.
Antwane|Wells|Offense|James Madison|South Carolina
Jordan|Watkins|Offense|Louisville|Ole Miss
Jacob|Rodriguez|Offense|Virginia|Texas Tech
Latrell|Fordham|Offense|Eastern Michigan|
Cameron|Wiley|Offense|Minnesota|Akron
Jadon|Haselwood|Offense|Oklahoma|Arkansas
Lamar|Mullins|Defense|Georgia State|Florida A&M
Joey|Gatewood|Offense|Kentucky|UCF
Sterling|Galban|Offense|Texas Tech|Jacksonville State
Dezmon|Jackson|Offense|Oklahoma State|Sam Houston State
Isaiah|Gibson|Defense|Kentucky|Marshall
RJ|Orebo|Defense|Texas A&M|Southern Illinois
Tyrone|Truesdell|Defense|Auburn|Florida
Alex|Harper|LS|North Carolina Central|East Carolina
Evan|Deckers|LS|UMass|Duke
Dan|Villari|Offense|Michigan|Syracuse
Joe|Ervin|Offense|Kansas State|Middle Tennessee
JaQwondis|Burns|Defense|Minnesota|SMU
Michael|Scott|Defense|Akron|South Dakota
Emmanuel|Logan-Greene|Offense|New Mexico|
Nolan|Johnson|Defense|East Carolina|Miami (OH)
Peyton|Powell|Defense|Rutgers|Cisco College
Tanner|McCalister|Defense|Oklahoma State|Ohio State
Michael|Pleas|Defense|Southern Mississippi|Jackson State
Joseph|Boletepeli|Defense|Maryland|
Zach|Perkins|Offense|Maryland|South Florida
Dimitri|Moore|Defense|Missouri State|Texas Tech
Collin|James|Offense|Abilene Christian|New Mexico
M.J.|Frazier|Offense|North Carolina A&T|Valdosta State
Anthony|Ward|Defense|Washington|
Chase|Locke|Offense|USC|
Miles|Adams|Defense|Rice|
William|Green|Defense|Liberty|Nevada
Ar'Quel|Smith|Defense|Iowa State|
Mitchell|Gorgas|Offense|Maryland|
Charlie|Gray|Defense|Marshall|Marshall
Bentley|Hanshaw|Offense|BYU|Liberty
Fredrick|Smith|Defense|Southern Mississippi|
Jaillen|Howze|Defense|Buffalo|
Alec|Pell|Defense|Colorado|Northern Colorado
Wyatt|Blake|Offense|Northwestern|
Jamar|Richardson|Offense|Ole Miss|South Alabama
Jeremy|Singleton|Offense|Houston|Georgia Southern
Traveon|Freshwater|Defense|East Carolina|Elizabeth City State
Isiah|Cox|Offense|Ohio|Alabama A&M
Alonso|Person|Defense|Kansas|
Riley|Keller|Offense|Bowling Green|Tiffin University
Jakolby|Longino|Offense|UTEP|Lamar
Jesson|Walker|Defense|Florida International|
Gurvan|Hall|Defense|Miami|Utah State
Eugene|Asante|Defense|North Carolina|Auburn
Terrence|Lewis|Defense|Maryland|UCF
Myles|Brooks|Defense|Stephen F. Austin|Louisiana Tech
Tre'Jon|Lewis|Defense|Texas Tech|
Xavier|Williams|Offense|Alabama|Utah State
Adonicas|Sanders|Offense|Georgia Tech|Temple
Trimarcus|Cheeks|ATH|Samford|Houston
Jagger|LaRoe|Offense|Ohio State|
Deajaun|McDougle|Offense|Maryland|Tulane
Danny|Joiner|Offense|Army|
Kyle|Cass|Defense|Mississippi State|
Bryce|Austin|Defense|Purdue|Western Michigan
Christopher|Oliver|Offense|Bowling Green|
Halid|Djibril|Defense|Washington State|
JD|Head|Offense|Louisiana Tech|North Texas
Dalton|Tomlison|Offense|UMass|Western Carolina
Beau|Taylor|Offense|UCLA|Ball State
Ben|Bohnenberger|OG|Colgate|UMass
Tashawn|Manning|Defense|Auburn|Kentucky
Shakel|Brown|Defense|Troy|Troy
Brandy|Okeke|Defense|Washington State|
Shanon|Reid|Defense|Illinois State|SMU
Christopher|Jackson|Offense|BYU|Hawai'i
Tylan|Hines|Offense|Air Force|Hawai'i
Jordan|Lee|Defense|Nevada|Washington State
Jack|Green|Offense|South Alabama|Central Arkansas
Isaiah|Cromarty|Defense|South Florida|
Spencer|Rattler|Offense|Oklahoma|South Carolina
Chuck|Filiaga|Offense|Michigan|Minnesota
Henry|Garrison|Defense|East Carolina|
Jaeger|Bull|Offense|Rice|Wake Forest
Isaiah|Holiness|Offense|San José State|UMass
Rashard|Jackson|Offense|Maryland|
Herman|McCray|Offense|Georgia State|Limestone College
Brandon|Joseph|Defense|Northwestern|Notre Dame
Logan|Kraut|Defense|Arizona|
Camron|Buckley|Offense|Indiana|Jackson State
C.J.|Hayes|Offense|Michigan State|Syracuse
Messiah|Swinson|Offense|Missouri|Arizona State
Noah|Bean|Offense|UNLV|
Latarie|Kinsler|Defense|Syracuse|Florida International
Austin|Stogner|Offense|Oklahoma|South Carolina
Dylan|McDuffie|Offense|Buffalo|Georgia Tech
Odieu|Hilaire|Offense|Alabama A&M|Bowling Green
Devin|Bush|Defense|Arkansas|Grambling
Ian|Stewart|Offense|Michigan State|Temple
Jojo|Forest|Defense|Oregon State|Hawai'i
Jake|Mann|LS|Oklahoma|Appalachian State
Jackson|Sirmon|Defense|Washington|California
Jack|Beresford|Defense|Washington State|
Cade|Parrish|Offense|BYU|Utah State
Brady|Boyd|Offense|Minnesota|Texas Tech
Izaiah|Reed|Defense|Murray State|New Mexico State
Dwight|McGlothern|Defense|LSU|Arkansas
Ishmael|Burdine|Defense|Missouri|TCU
Anthony|Britton|Defense|The Citadel|Southeastern Louisiana
Jackson|Schott|Defense|Miami (OH)|
Moses|Douglass|Defense|Kentucky|Alabama A&M
Beau|Corrales|Offense|North Carolina|SMU
Mateo|Sudipo|Defense|Coastal Carolina|
Zach|Wilson|Offense|USC|
Zack|Annexstad|Offense|Minnesota|Illinois State
Michael|Graham|Defense|Hawai'i|
Trey|LaBounty|WDE|Stanford|
Eric|Black|Defense|Buffalo|
Titus|Mokiao-Atimalala|Offense|UCF|UCLA
Dimitri|Stanley|Offense|Colorado|Iowa State
Anthony|Romphf|Defense|Purdue|Western Michigan
Grant|Hidalgo|Offense|Illinois|Auburn
Justin|Marshall|Offense|Louisville|Buffalo
Jordan|Huff|Defense|Georgia Tech|
Trevon|Booker|Defense|Miami (OH)|
Pierce|Devaughn|Defense|Connecticut|
Jordyn|Williams|Offense|Indiana|Jackson State
Trey|Morrison|Defense|North Carolina|Oklahoma
Tico|Brown|Defense|Central Michigan|Missouri State
Preston|Hutchinson|Offense|Eastern Michigan|Chattanooga
Michael|Bowe|Defense|New Mexico State|
Michael|Gravely Jr.|Defense|Michigan State|
Donte|Burton|Defense|Wisconsin|
Simon|Thompson|Defense|Utah State|
Amir|Riep|Defense|Ohio State|
Brendon|Harris|Defense|Vanderbilt|Wake Forest
Stetson|Moore|Offense|Liberty|
Regen|Terry|Defense|Arizona|Boston College
AJ|Roberts|Defense|Pittsburgh|Stony Brook
Tyler|Hudson|Offense|Central Arkansas|Louisville
Sione|Finau|Offense|Florida International|Purdue
Dontay|Hunter II|Defense|Purdue|Ohio
Jalen|Paxton|Offense|Tulsa|
Ty|Barron|Defense|Minnesota|
Jayden|de Laura|Offense|Washington State|Arizona
Charlie|Browder|Offense|UCF|Tennessee
Taylor|Powell|Offense|Troy|Eastern Michigan
Dylan|McGill|Offense|Minnesota|Pittsburg State
Mike|Lofton|Offense|UCF|South Florida
Mark|Jackson Jr.|Defense|TCU|Western New Mexico
Cole|Snyder|Offense|Rutgers|Buffalo
Karon|Prunty|Defense|South Carolina|North Carolina A&T
Anthony|Earle|OG|Florida Atlantic|
Eric|Taylor|Defense|LSU|
Ben|Bryant|Offense|Eastern Michigan|Cincinnati
Harrison|Bailey|Offense|Tennessee|UNLV
Edgar|Burrola|Offense|Arizona|
Patrick|Fields|Defense|Oklahoma|Stanford
Mark|Williams|Offense|Kent State|
Sterlin|Ortiz|Defense|Hawai'i|
Shaun|Peterson Jr.|Offense|Florida International|
Joseph Appiah|Darkwa|Defense|Penn State|Temple
Hekili|Keliiliki|Offense|Hawai'i|
Kayden|Lyles|Offense|Wisconsin|Florida State
Terrell|Brown|Offense|Houston|Trinity Valley C.C.
Tim|Terry|Defense|Buffalo|Akron
John|Waller|Defense|South Florida|
Mekhi|Wingo|Defense|Missouri|LSU
Jake|Siegal|Defense|Washington State|
Keyon|Blankenbaker|Defense|Wyoming|Texas Tech
Kila|Kamakawiwo'ole|Defense|Hawai'i|
Donavon|Johnson|Offense|Coastal Carolina|
Mark|Perry|Defense|Colorado|TCU
Josh|Manchigiah|Defense|South Dakota State|South Dakota
Gerard|Joseph|Defense|UTEP|
Trinity|Bell|Offense|Tennessee|Iowa Western C.C.
Canaan|Yarro|OC|Southern Utah|New Mexico State
Alec|Bornhorst|Offense|Miami (OH)|
Jack|Powers|Defense|Nevada|East Carolina
Jayden|Simon|Defense|Colorado|Tulsa
Jake|Lichtenstein|Defense|USC|Miami
Ahmani|Marshall|Offense|Wake Forest|Appalachian State
Jesse|Vasquez|LS|Utah State|
Marvin|Scott III|Offense|Nebraska|Florida Atlantic
Larry|Dowdy|Offense|Appalachian State|Gardner-Webb
David|Beckum|Defense|Ole Miss|
Carlos|Becker|Defense|Florida State|
Rayvon|Crum|Offense|North Texas|
Amir|Siddiq|Defense|Central Michigan|Charlotte
Sevion|Morrison|Offense|Nebraska|Kansas
Navonteque|Strong|Defense|LSU|
Leslie|Smith|Defense|Pittsburgh|
Michael|Dowell|Defense|Michigan State|Miami (OH)
Marquez|Bembry|Defense|Kentucky|Connecticut
Jalil|Clemons|Defense|Memphis|Southern Mississippi
Nesta Jade|Silvera|Defense|Miami|Arizona State
Antonio|Moultrie|Defense|UAB|Miami
Tylan|Grable|Offense|Jacksonville State|UCF
Deuce|Spann|Offense|Illinois|Florida State
Janari|Dean|Defense|Mississippi State|Southern Mississippi
Brandon|Moore|Defense|Florida State|
Shocky|Jacques-Louis|Offense|Pittsburgh|Akron
Terrell|Dawkins|Defense|NC State|South Carolina
Khalan|Griffin|ATH|Rice|Lamar
Derrick|Alston|Offense|East Carolina|
Cooper|Nelson|Offense|Wisconsin|
Shamar|Jones|Defense|Indiana|Chattanooga
Ricky|White|Offense|Michigan State|UNLV
Caleb|Blake|Defense|Florida State|
Mario|Love|Defense|NC State|North Carolina A&T
Nick|Williams|Offense|Kansas|
Pheldarius|Payne|Defense|Nebraska|Virginia Tech
Mycah|Pittman|Offense|Oregon|Florida State
Jeremy|Smith|Offense|Marshall|
Ali'Vonta|Wallace|Defense|Western Michigan|
Jurriente|Davis|Defense|Middle Tennessee|Jackson State
Desmond|Daniels|Offense|Louisville|
Gunnar|Holmberg|Offense|Duke|Florida International
Christian|Smith|Offense|Eastern Michigan|
Vinson|Brown|Defense|Southern Mississippi|
Steven|Parker|Defense|Kansas|Incarnate Word
Ty|Wise|Defense|Indiana|Miami (OH)
Jayion|McCluster|Defense|Florida State|
Kevin|Mensah|Offense|Connecticut|Professional
Juliano|Falaniko|Defense|USC|Idaho
Malakai|Salu|Defense|UNLV|
Jacoby|Windmon|Defense|UNLV|Michigan State
Pierce|Quick|Offense|Alabama|Georgia Tech
Travis|Tisdale|Offense|Kentucky|
Boone|Abbott|Offense|Hawai'i|Utah Tech
Remington|Lutz|Offense|Abilene Christian|Southern Illinois
Zacchaeus|McKinney|Defense|Hawai'i|Texas State
Bentavious|Thompson|Offense|UCF|
Jeremy|Lucien|Defense|Connecticut|Vanderbilt
Donovan|Dalton|Defense|Hawai'i|
Ja'Darien|Boykin|Defense|Middle Tennessee|
Chris|Carpenter|Offense|Colorado|UT San Antonio
Trevyn|Heil|Offense|Nevada|Colorado State
Christopher|Brooks|Offense|California|BYU
Baylor|Romney|Offense|BYU|
Da’Quan|Bailey-Brown|Offense|Southern Mississippi|
Christian|Hunter|Offense|Colorado State|
Abdoul|Kone|Defense|UMass|
Daniel|Caloca|DT|UNLV|
Zay|Peterson|Defense|Louisville|Middle Tennessee
Virdel|Edwards|Defense|Iowa State|Hawai'i
Lummie|Young|Defense|Duke|Tulane
Kristopher|Moll|Defense|UAB|Washington
Jordan|Redmond|Defense|Virginia|
Tatum|Bethune|Defense|UCF|Florida State
La'Vontae|Shenault|Offense|Colorado|Alabama State
Connor|Bazelak|Offense|Missouri|Indiana
Quillen|Howze|Defense|Buffalo|
Jonah|La'ulu|Defense|Hawai'i|Oklahoma
Jayden|Jernigan|Defense|Oklahoma State|Missouri
Deon|Jones|Defense|Boston College|James Madison
Jeremiah|Oatsvall|Offense|Memphis|
Jared|Wiley|Offense|Texas|TCU
Ivan|Pace Jr.|ILB|Miami (OH)|Cincinnati
Jack|Camper|Defense|Michigan State|Virginia
Tyler|Johnston|Offense|UAB|Towson
Cole|Garcia|Offense|Rice|UMass
Quinn|Carroll|Offense|Notre Dame|Minnesota
Levi|Williams|Offense|Wyoming|Utah State
Daveon|Hunter|Offense|Hawai'i|Liberty
Anthony|Switzer|Defense|Arkansas State|Utah State
Konata|Mumpfield|Offense|Akron|Pittsburgh
Saia|Mapakaitolo|Offense|Minnesota|
Malcolm|Davidson|Offense|Florida Atlantic|
Nnamdi|Adim-Madumere|Offense|Minnesota|Central Arkansas
Dominic|Collado|Offense|Miami (OH)|
Reese|Taylor|Defense|Indiana|Purdue
Ilaisa|Gonebure|Defense|San Diego State|
Bless|Harris|Offense|Lamar|Florida State
Hayden|Neighbors|Offense|Middle Tennessee|
Marcus|Tillman Jr.|Defense|Texas|
Brian|Pierce|Offense|UC Davis|
Charlie|Ely|Defense|Ball State|
Marcelo|Mendiola|Offense|Cincinnati|Bowling Green
Peny|Boone|Offense|Maryland|Toledo
Ger-Cari|Caldwell|Offense|South Carolina|
Michael|Onyemaobi|Defense|TCU|
Earl|Barquet|Defense|TCU|USC
DaMarcus|Thomas|Offense|Ole Miss|South Alabama
Justin|Menard|Offense|UCF|
Nick|Mardner|Offense|Hawai'i|Cincinnati
Ben|Johnson|Offense|Marist|East Carolina
Gabriel|Wallace|OG|Buffalo|Buffalo
Ryan|Swoboda|Offense|Virginia|UCF
Michael|Mathison|Offense|Akron|Western Kentucky
Tyler|Kiehne|Defense|UCLA|New Mexico
Joey|Capra|Offense|San Diego State|Nevada
Chris|Clancy Ojoh|Defense|New Mexico State|New Mexico State
Jared|Casey|Defense|Kentucky|Indiana
Isaiah|Neyor|Offense|Wyoming|Texas
Caleb|Snead|Offense|Campbell|Liberty
Jacob|Sirmon|Offense|Central Michigan|Northern Colorado
Parker|McQuarrie|Offense|UCLA|Independence C.C.
Kariem|Al Soufi|Offense|Virginia|
Wankeith|Akin|Defense|Buffalo|
Avery|Demmons|Offense|Arkansas State|
Kenneth|Dicks III|Defense|Wake Forest|
Chubba|Purdy|Offense|Florida State|Nebraska
Emmanuel|Appiah-Takyi|Defense|UCF|
Layne|Hatcher|Offense|Arkansas State|Texas State
Aaron|Faumui|Defense|Virginia|Virginia
Casey|Thompson|Offense|Texas|Nebraska
Liam|Douglass|Offense|USC|UCLA
Jaylon|Baker|Defense|Virginia|Virginia
Jaylen|Hall|Offense|Western Michigan|Western Kentucky
Lyn-J|Dixon|Offense|West Virginia|Tennessee
Logan|Kendall|Offense|Idaho|Utah
Dominique|Ratcliff|Defense|Louisiana|Texas State
Tee|Denson|Defense|Kansas State|Purdue
Shamar|Martin|Defense|UCLA|
Ke'von|Ahmad|Offense|UCF|
Antonio|Doyle|Defense|Texas A&M|Jackson State
Syrus|Dumas|Defense|New Mexico State|
Sinjun|Astani|Defense|San José State|USC
Hunter|Echols|Defense|USC|Arizona
Ian|Deneen|LS|South Florida|
Tory|Horton|ATH|Nevada|Colorado State
Isaiah|Johnson|Defense|Fresno State|Fresno State
Cameron|Lockridge|Defense|Hawai'i|Fresno State
Zach|Gibson|Offense|Akron|Georgia Tech
Kalon|Gervin|Defense|Michigan State|Kansas
Jalen|Goss|Offense|Florida State|Florida A&M
Adrian|Cole|Defense|Syracuse|Florida International
Luke|Benson|Offense|Syracuse|Georgia Tech
Jaden|Mitchell|Offense|Arizona|Texas State
Craig|Young|Defense|Ohio State|Kansas
Terrence|Cooks|Defense|Texas|TCU
Terrell|Warner|Offense|New Mexico State|
Sam|Taimani|Defense|Washington|Oregon
Anthony|Crider|Defense|Toledo|
Miles|Kendrick|Offense|Kansas|New Mexico
Shayne|Simon|Defense|Notre Dame|Pittsburgh
Almosse|Titi|Defense|Maryland|
Jacob|Zeno|Offense|Baylor|UAB
Dartanyan|Tinsley|Offense|Kentucky Christian|Cincinnati
Juwaun|Price|Offense|New Mexico State|Syracuse
Victor|Oluwatimi|Offense|Virginia|Michigan
Daeshawn|Davis|ATH|Iowa State|Southern
Quentin|Williams|Defense|Miami|Marshall
Kobay|White|Offense|Boston College|Maine
Jacobi|Johnson|Defense|North Texas|
Kyle|King|Defense|Michigan State|Ball State
Jason|Brown|Offense|South Carolina|Virginia Tech
Josh|Henderson|Offense|North Carolina|Indiana
Joshua|Hayes|Defense|Virginia|Kansas State
Breylon|Garcia|Defense|Nevada|Nevada
Jevyon|Ducker|Offense|Northern Illinois|Memphis
Adrian|Martinez|Offense|Nebraska|Kansas State
Isaiah|Richardson|Defense|Rice|
Blake|Aragon|Offense|Texas State|
Ira|Armstead|Offense|Virginia|Eastern Illinois
Rafiti|Ghirmai|Offense|Texas|
Parker|Moorer|Offense|West Virginia|East Carolina
Ladarius|Tennison|Defense|Auburn|Ole Miss
Khameron|Taylor|Offense|Indiana|Missouri State
Devon|Robinson|Defense|Memphis|Akron
Houston|Heimuli|Offense|Stanford|BYU
JH|Tevis|Defense|California|Indiana
Jalon|Ferrell|Defense|Connecticut|UMass
Jalen|Berger|Offense|Wisconsin|Michigan State
M.J.|Griffin|Defense|Temple|Louisville
Thomaz|Whitford|Offense|New Mexico State|New Mexico State
Joel|Felder|ATH|Florida International|
Taj|Harris|Offense|Syracuse|Rutgers
Conrad|Hawley|Offense|Kansas|Iowa State
Khalan|Laborn|Offense|Florida State|Marshall
Chevan|Cordeiro|Offense|Hawai'i|San José State
Kedon|Slovis|Offense|USC|Pittsburgh
Kelvin|Clemmons|Defense|Houston|
Farrell|Hester|Defense|UNLV|
Jamahl|Horne|Offense|Kansas|
C.J.|Onyechi|Defense|Rutgers|Colorado State
Jaleel|McRae|Defense|Florida State|Florida Atlantic
Paul|Tchio|Offense|Clemson|Georgia Tech
Marcus|Bradley|Defense|Vanderbilt|UMass
Cooper|Lutz|Offense|Syracuse|Vanderbilt
Jack|Sears|Offense|Boise State|
Naasir|Watkins|Offense|Kentucky|Liberty
James|Miller|Defense|Indiana|South Alabama
Jonah|Johnson|Offense|New Mexico State|
Josh|Newton|Defense|Louisiana Monroe|TCU
Jackson|Hannah|Defense|Nebraska|Tennessee
Andy|Boykin|Defense|Arkansas|
Rhedi|Short|Defense|Arizona|
Linwood|Crump|Defense|Colorado State|
Hunter|Anthony|Offense|Oklahoma State|Nebraska
Chase|Williams|Defense|USC|San José State
Gavin|Reinwald|Offense|California|
Corey|Gaynor|Offense|Miami|North Carolina
Jack|Miller|Offense|Ohio State|Florida
Jared|Behrens|Defense|Navy|
Derek|Ferraro|Offense|Rice|
Isaiah|Garcia-Castaneda|Offense|New Mexico State|Nebraska
Pierce|Withers|Defense|Florida International|Florida International
Andres|Fox|Defense|Stanford|Fresno State
Jatorian|Hansford|Defense|Missouri|South Florida
Cooper|McDonald|Defense|Washington|San Diego State
Bryce|Petersen|Offense|San José State|Nevada
Ira|Henry III|Offense|Florida State|Memphis
Tommi|Hill|Defense|Arizona State|Nebraska
Jahmar|Brown|Defense|South Carolina|Coastal Carolina
Cade|Briggs|Offense|New Mexico|Texas Tech
Patrick|Jenkins|Defense|TCU|Tulane
Shaun|Shivers|ATH|Auburn|Indiana
Joshua|Moore|Offense|Texas|
Jordan|Banks|Defense|Arizona State|Northwestern State
Davion|Ervin-Poindexter|Offense|Indiana|Western Kentucky
Ta'Quan|Roberson|Offense|Penn State|Connecticut
Keontez|Lewis|Offense|UCLA|Wisconsin
Jackson|Bratton|Defense|Alabama|UAB
Deion|Smith|Offense|LSU|
Ray|Thornton|Defense|Clemson|South Florida
James|Wright|Defense|Kansas|Iowa Western C.C.
Monte|Williams|Offense|UT San Antonio|Tyler J.C.
Tru|Thompson|Defense|Florida State|Jackson State
Marquez|Bell|Offense|Cincinnati|Old Dominion
Marques|Caldwell|Defense|Texas|
Rourke|Freeburg|Defense|Arizona|Toledo
Khris|Bogle|Defense|Florida|Michigan State
Daniel|Parker|Offense|Missouri|Oklahoma
Landon|Morris|Offense|Syracuse|Utah
Branden|Jennings|Defense|Kansas State|UCF
